Designator,Mid X,Mid Y,Layer,Rotation
U1,60.0000mm,-122.5000mm,Bottom,0.0
C1,44.0000mm,-50.0000mm,Top,0.0
C2,69.0000mm,-50.0000mm,Top,0.0
C3,47.0000mm,-114.0000mm,Top,0.0
D1,74.0000mm,-38.0000mm,Top,0.0
MK1,60.0000mm,-40.0000mm,Top,0.0
R1,68.0000mm,-43.5000mm,Top,0.0
SW1,51.0000mm,-60.0000mm,Top,0.0
SW2,69.0000mm,-60.0000mm,Top,0.0
SW3,51.0000mm,-77.0000mm,Top,0.0
SW4,69.0000mm,-77.0000mm,Top,0.0
SW5,60.0000mm,-98.0000mm,Top,0.0
SW6,80.0500mm,-46.0000mm,Top,0.0
